Year,Cluster,Annual CO₂ emissions,Exports of goods and services (% of GDP),Final consumption expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP per capita (current US$),Imports of goods and services (% of GDP),Population density (people per sq. km of land area),Urban population (% of total population),Adjusted savings: carbon dioxide damage (% of GDP),Adjusted savings: carbon dioxide damage (% of total population),Exports per capita (current US$),Imports per capita (current US$),"Foreign direct investment, net inflows per capita (BoP, current US$)"
2020,1,3032760021.56,22.86319389399607,88.86110476602951,1.601379108651109,1073.5556734486174,35.230837838596734,123.60946664722914,38.437309523809525,1.7909219855748457,21.848393601177147,266.79788568101895,373.39394614434116,6.768575197419874
2020,2,9784244301.5,59.67997281002238,69.90057119277827,-2.982894081322237,50962.45367066019,53.66805965963256,535.3438031864102,85.27230769230769,0.7880370688149381,369.6996763596395,33650.00000522635,29795.938816281843,-660.487606767785
2020,3,4584071732.03,32.12932619758991,86.09989711989509,2.256702310409517,4549.772701257713,40.345471569624934,126.59567721210988,60.32567924528302,2.36264652757304,107.06797560793935,1481.9495147402204,1848.6062397276046,115.28884649409909
2021,0,16735773053.0,50.59037351122069,76.71257067813625,5.108590225870221,18628.22922000774,54.06760097936557,163.33353868224313,72.39765714285714,1.7713994290194004,301.73439924209345,9837.061356766562,9901.693677450598,985.0058826633912
2021,1,3329765432.2,25.786752093516995,87.46262698321554,3.055074255059086,1220.7362451513593,37.3762943516807,126.26941280291476,38.88966666666666,1.7714057290163503,24.1407277098104,355.3259930360732,450.6683427638608,26.426811514513435
2021,2,10272167536.0,61.98092303639536,68.65732148179347,5.674672991083513,59071.94979875149,54.959438275941885,523.7145717334178,85.4173846153846,0.737018957831896,401.56641849341236,41833.84630582577,36220.654670382544,3586.977650247473
2021,3,4717591493.440001,36.743532162231084,84.68179394566056,3.300566201437453,5158.103131701939,44.63907123724344,127.29498348295195,60.71969811320755,2.274928120350103,118.59278541370563,1960.918912028821,2301.0500853367867,188.71282949563204
2022,0,16765778771.0,55.09734207506748,76.47655631953918,4.200929635917826,20170.981335513086,58.792974958988985,,72.67594285714286,,,11135.567085380431,11234.84298806391,778.8197353431228
2022,1,3466711307.0,27.304977995770802,88.08552612122972,3.0756049734185376,1296.813612346781,40.98038092483663,,39.35040476190476,,,396.3084404693603,521.4655740838346,31.9968991915503
2022,2,10214155503.0,67.0814151776577,68.05074821585976,-12.199746357582715,60382.10217678241,60.046250402717526,,85.56446153846153,,,45271.98447999502,38599.79742530538,-18366.10792377361
2022,3,4787020974.0,42.73357493222499,83.16637329955508,3.2330142634838035,5558.889400962675,50.894416965865254,,61.11490566037736,,,2448.908438180902,2784.8758602692214,205.768345362969
2023,0,17274303688.5,51.73670870526975,77.24123396189374,2.9782178719817707,21055.797832838296,51.36424336700586,,72.95657142857142,,,11734.025642704062,11317.55090536166,658.9980093250731
2023,1,3676309511.0,25.043790267240432,84.75622724152998,3.2084267686844923,1357.5737211946835,34.598344417260755,,39.81928571428572,,,369.2530251972455,457.2076890731582,40.88262105427165
2023,2,9828502785.0,70.76221921546656,69.41690934296437,0.9720100365620964,60313.55000976577,63.56261112273261,,85.7136153846154,,,48769.63651475094,42729.99470388624,-1627.3048385562981
2023,3,4848454341.8,41.94076484514224,81.95539082501693,2.9042117142566553,5962.813450246308,46.38588006558366,,61.51096226415095,,,2671.400036713841,2907.387434562525,185.12527127449195
