Country,Year,Coal Consumption,Gas Consumption,Hydro Consumption,Nuclear Consumption,Oil Consumption,Primary Energy Consumption,Solar Consumption,Wind Consumption
Algeria,1990,0.02759101241827011,0.7023555040359497,0.0014370967401191592,0.0,0.4025218188762665,1.1339054320706055,0.0,0.0
Algeria,1991,0.028470240533351898,0.6936929821968079,0.0031190323643386364,0.0,0.3982600271701813,1.1235422822646797,0.0,0.0
Algeria,1992,0.03382934257388115,0.7162154912948608,0.0021183870267122984,0.0,0.40065357089042664,1.152816791785881,0.0,0.0
Algeria,1993,0.027549143880605698,0.6427574753761292,0.0037577420007437468,0.0,0.3987175524234772,1.0727819136809558,0.0,0.0
Algeria,1994,0.025958159938454628,0.6774075031280518,0.001767096808180213,0.0,0.38178321719169617,1.0869159770663828,0.0,0.0
Algeria,1995,0.025958159938454628,0.7279965281486511,0.002054516226053238,0.0,0.3713122308254242,1.1273214351385832,0.0,0.0
Algeria,1996,0.012225455604493618,0.747747004032135,0.0014370967401191592,0.0,0.3543194830417633,1.115729039418511,0.0,0.0
Algeria,1997,0.0214364156126976,0.6985440254211426,0.0007983871037140489,0.0,0.3515163064002991,1.0722951345378533,0.0,0.0
Algeria,1998,0.022943664342164993,0.7224525213241577,0.0022887096274644136,0.0,0.3623715043067932,1.1100563996005803,0.0,0.0
Algeria,1999,0.024576516821980476,0.7383915185928345,0.002160967793315649,0.0,0.3560340404510498,1.1211630436591804,0.0,0.0
Algeria,2000,0.020305979996919632,0.6876465678215027,0.000574838719330728,0.0,0.3712769150733948,1.0798043016111478,0.0,0.0
Algeria,2001,0.023446079343557358,0.7103596329689026,0.0007297465344890952,0.0,0.384391188621521,1.11892664746847,0.0,0.0
Algeria,2002,0.03077298030257225,0.7014199495315552,0.0005989448400214314,0.0,0.4262300133705139,1.1590218880446628,0.0,0.0
Algeria,2003,0.025372007861733437,0.7413540482521057,0.002766718389466405,0.0,0.44342681765556335,1.212919592158869,0.0,0.0
Algeria,2004,0.030270563438534737,0.7628370523452759,0.00260386080481112,0.0,0.4634885787963867,1.2592000553850085,0.0,0.0
Algeria,2005,0.024869592860341072,0.8048155307769775,0.005724193062633276,0.0,0.48316818475723267,1.3185775014571846,0.0,0.0
Algeria,2006,0.03692757710814476,0.8225910067558289,0.0022289762273430824,0.0,0.5034446120262146,1.3651921721175313,0.0,0.0
Algeria,2007,0.03169407695531845,0.8417045474052429,0.002300552325323224,0.0,0.5630040168762207,1.4387031935621053,0.0,0.0
Algeria,2008,0.03169407695531845,0.8785507678985596,0.0028628872241824865,0.0,0.611697256565094,1.5248049886431545,0.0,0.0
Algeria,2009,0.020347848534584045,0.943623423576355,0.0034383870661258698,0.0,0.64848393201828,1.615893591195345,0.0,0.0
Algeria,2010,0.012979079969227314,0.9117801189422607,0.0017286305082961917,0.0,0.6538028717041016,1.5803816290863324,9.09279624465853e-05,0.0
Algeria,2011,0.011513699777424335,0.964690625667572,0.0037539771292358637,0.0,0.692019522190094,1.6721577649004757,0.00017994013614952564,0.0
Algeria,2012,0.012225455604493618,1.0754667520523071,0.0038398064207285643,0.0,0.7358229756355286,1.8276187717274297,0.00026378201437182724,0.0
Algeria,2013,0.006615144200623035,1.156374454498291,0.0009713388863019645,0.0,0.768875002861023,1.9331165494513698,0.0002806090051308274,0.0
Algeria,2014,0.007494371850043535,1.2993056774139404,0.0018822812708094716,0.0,0.7989305257797241,2.1082077742321417,0.0005851651658304036,9.75275270320708e-06
Algeria,2015,0.005568443797528744,1.3652100563049316,0.0014057315420359373,0.0,0.850134551525116,2.2230652751168236,0.0005622926400974393,0.00018419930711388588
Algeria,2016,0.0020515320356935263,1.3894649744033813,0.0006938881706446409,0.0,0.8264298439025879,2.221184996655211,0.0023611471988260746,0.00018361104594077915
Algeria,2017,0.007619976066052914,1.4206500053405762,0.0005365161341615021,0.0,0.8118436336517334,2.2456608086940832,0.004828645382076502,0.00018203226500190794
Algeria,2018,0.020934000611305237,1.5627150535583496,0.0011143803130835295,0.0,0.8200292587280273,2.410631283884868,0.005743344780057669,9.524617780698463e-05
Algeria,2019,0.017291484400629997,1.6219664812088013,0.0014424041146412492,0.0,0.8530246615409851,2.499655969091691,0.005836043041199446,9.489500371273607e-05
Algeria,2020,0.005484708119183779,1.5606013536453247,0.0004689501947723329,0.0,0.7629315853118896,2.336035827116575,0.006476429291069508,7.28007362340577e-05
Algeria,2021,0.011178756132721901,1.7335048913955688,8.760634227655828e-05,0.0,0.7963333129882812,2.5474583819450345,0.006254904437810183,9.891038644127548e-05
Algeria,2022,0.007829315960407257,1.8121949434280396,0.00015017096302472055,0.0,0.8166722059249878,2.6430881170963403,0.0060913097113370895,0.00015017096302472055
Algeria,2023,0.006958741694688797,1.666664958000183,0.0006432018708437681,0.0,0.8575242161750793,2.538009920390323,0.00606917729601264,0.0001496253244113177
Argentina,1990,0.044158075004816055,0.710352897644043,0.1885596066713333,0.07437580823898315,0.8279030323028564,1.8468780979746953,0.0,0.0
Argentina,1991,0.03885844349861145,0.7233065962791443,0.1689307689666748,0.07922795414924622,0.8650204539299011,1.8768497534329072,0.0,0.0
Argentina,1992,0.04380539059638977,0.7821233868598938,0.20401547849178314,0.07233279198408127,0.9097428917884827,2.0135137296747416,0.0,0.0
Argentina,1993,0.029051953926682472,0.8258858919143677,0.25301745533943176,0.07916666567325592,0.8920081853866577,2.080233321641572,0.0,0.0
Argentina,1994,0.025434385985136032,0.8489925265312195,0.29047107696533203,0.0841209664940834,0.9413836002349854,2.1915403084130958,0.0,0.0
Argentina,1995,0.026690948754549026,0.9449198842048645,0.2821359634399414,0.07217957079410553,0.9343571662902832,2.2616512591484934,0.0,0.0
Argentina,1996,0.027960538864135742,1.0842597484588623,0.2392147183418274,0.07619408518075943,0.9353681206703186,2.3656625356525183,0.0,0.00010238515824312344
Argentina,1997,0.022059770300984383,0.9991853833198547,0.297262579202652,0.08132204413414001,0.9910790920257568,2.3931184844113886,0.0,0.0001553341862745583
Argentina,1998,0.029654674232006073,1.06815505027771,0.28183600306510925,0.07613279670476913,1.0198277235031128,2.4783304368611425,1.809677456776626e-07,0.0003464041801635176
Argentina,1999,0.03558769077062607,1.1329236030578613,0.2277722805738449,0.07258817553520203,1.033584713935852,2.505837876815349,2.7677418756866246e-07,0.0003702493559103459
Argentina,2000,0.027045531198382378,1.162682056427002,0.3041880428791046,0.06309838593006134,0.9537766575813293,2.5155972740612924,3.8322579598570883e-07,0.0003700045053847134
Argentina,2001,0.022164668887853622,1.088460922241211,0.3868732750415802,0.07163982838392258,0.8832546472549438,2.4570873929187655,4.547695766632387e-07,0.0005220437305979431
Argentina,2002,0.01651066727936268,1.0597527027130127,0.37595701217651367,0.05869457870721817,0.8383272290229797,2.3561045075766742,4.938668212162156e-07,0.0007713253726251423
Argentina,2003,0.020137913525104523,1.2106457948684692,0.3528931140899658,0.0758008062839508,0.8550083041191101,2.5254202680662274,6.78629021422239e-07,0.0008138745906762779
Argentina,2004,0.034271348267793655,1.3251285552978516,0.316015362739563,0.07833430171012878,0.916871190071106,2.681342431344092,7.261762675625505e-07,0.0007515509496442974
Argentina,2005,0.03946192190051079,1.414404034614563,0.3527098298072815,0.06798628717660904,0.9599921703338623,2.8458267422392964,8.349714448740997e-07,0.0007393070263788104
Argentina,2006,0.035725753754377365,1.4634180068969727,0.389407217502594,0.07589418441057205,1.0127700567245483,2.989953611046076,9.219111234415323e-07,0.0007133543258532882
Argentina,2007,0.051697298884391785,1.5376391410827637,0.3178035020828247,0.07085812836885452,1.1253913640975952,3.1163236806169152,1.1085405731137143e-06,0.000626981956884265
Argentina,2008,0.06305784732103348,1.5547940731048584,0.3156226575374603,0.07177706062793732,1.1383044719696045,3.157840995118022,1.4536992694047512e-06,0.00042438588570803404
Argentina,2009,0.03463537618517876,1.506080150604248,0.3480430543422699,0.07894590497016907,1.0873003005981445,3.069039019756019,7.649305189261213e-07,0.00037029548548161983
Argentina,2010,0.04849948734045029,1.5151469707489014,0.3333350121974945,0.06913209706544876,1.1787687540054321,3.1822893528733402,8.58220062127657e-07,0.00025331537472084165
Argentina,2011,0.05262712389230728,1.5782324075698853,0.30972227454185486,0.06099134683609009,1.2236826419830322,3.2727277434896678,1.6028887330321595e-05,0.0002640749153215438
Argentina,2012,0.049209050834178925,1.6439114809036255,0.2878808379173279,0.060640644282102585,1.297841191291809,3.3973433058708906,8.067509043030441e-05,0.0036508957855403423
Argentina,2013,0.05378149077296257,1.6569968461990356,0.32153651118278503,0.05843940004706383,1.3772873878479004,3.533033394254744,0.00014789939450565726,0.004448093008249998
Argentina,2014,0.057210180908441544,1.6615792512893677,0.31615200638771057,0.051603883504867554,1.3676961660385132,3.527487752959132,0.0001554978807689622,0.006041742395609617
Argentina,2015,0.056930866092443466,1.679492473602295,0.31350207328796387,0.06548378616571426,1.3961161375045776,3.5889842081815004,0.00014234728587325662,0.005752204917371273
Argentina,2016,0.04387911036610603,1.735560417175293,0.2867375910282135,0.07661925256252289,1.3532580137252808,3.5727271176874638,0.00013755368127021939,0.005275082308799028
Argentina,2017,0.04509103670716286,1.7388010025024414,0.302693635225296,0.05597032234072685,1.337318778038025,3.569029614329338,0.00015728545258753002,0.005859206430613995
Argentina,2018,0.04935293272137642,1.753277063369751,0.30744197964668274,0.06280860304832458,1.276652216911316,3.5436442010104656,0.00102989689912647,0.013455837033689022
Argentina,2019,0.029246265068650246,1.6761209964752197,0.2610040009021759,0.07687357813119888,1.1585967540740967,3.338490080088377,0.007588733918964863,0.04740922525525093
Argentina,2020,0.03605516999959946,1.5815248489379883,0.2237885296344757,0.09082506597042084,1.037502408027649,3.131383014842868,0.012710422277450562,0.08897421509027481
Argentina,2021,0.05058864504098892,1.653626561164856,0.18508493900299072,0.09192822873592377,1.263206958770752,3.4504655953496695,0.02074875310063362,0.1218722015619278
Argentina,2022,0.0536096915602684,1.6507021188735962,0.21370820701122284,0.0672706738114357,1.4825013875961304,3.705771569162607,0.027594655752182007,0.1329481601715088
Argentina,2023,0.04605748876929283,1.6177104711532593,0.27959543466567993,0.08043183386325836,1.409166693687439,3.671068511903286,0.03060382418334484,0.13536813855171204
Australia,1990,1.5996500253677368,0.603934109210968,0.15711726248264313,0.0,1.4144561290740967,3.783885651268065,0.0,0.0
