Country,Year,Electricity Generation Twh
Belarus,2018,38.927
Kazakhstan,2018,107.26880779999999
Russian Federation,2018,1109.1977900000002
Turkmenistan,2018,24.2
Uzbekistan,2018,62.8966
Other CIS,2018,48.6376
Total CIS,2018,1416.3569978000003
Iran,2018,312.35
Iraq,2018,99.00342900000001
Israel,2018,69.2799
Kuwait,2018,74.15817400000002
Oman,2018,37.714
Qatar,2018,47.913000000000004
Saudi Arabia,2018,374.78261000000003
United Arab Emirates,2018,136.01427821046096
Other Middle East,2018,103.4419062
Total Middle East,2018,1254.657297410461
Algeria,2018,76.663
Egypt,2018,199.39878038449007
Morocco,2018,34.441907
South Africa,2018,256.336
Eastern Africa,2018,108.59592571885378
Middle Africa,2018,39.628963
Western Africa,2018,74.31372320599999
Other Northern Africa,2018,55.279005943548384
Other Southern Africa,2018,5.045995
Total Africa,2018,849.7033002528921
Australia,2018,262.632006
Bangladesh,2018,79.70264723000001
China,2018,7166.133
China Hong Kong SAR,2018,36.53371244444444
India,2018,1579.1912197633326
Indonesia,2018,283.77097000000003
Japan,2018,1082.912307090174
Malaysia,2018,170.578
New Zealand,2018,44.6926289427223
Pakistan,2018,137.05018460390758
Philippines,2018,101.00341831004577
Singapore,2018,52.9046
South Korea,2018,592.90462860374
Sri Lanka,2018,16.2166
Taiwan,2018,275.53915899000003
Thailand,2018,177.758562701
Vietnam,2018,217.184
Other Asia Pacific,2018,130.60116573464586
Total Asia Pacific,2018,12407.308810414002
Canada,2019,656.0228780706899
Mexico,2019,344.57972222222224
US,2019,4414.082648773644
Total North America,2019,5414.685249066557
Argentina,2019,139.52992245267882
Brazil,2019,633.3176363914718
Chile,2019,83.6185178354616
Colombia,2019,80.39115705823686
Ecuador,2019,32.284
Peru,2019,57.0385
Trinidad & Tobago,2019,9.188740999999998
Venezuela,2019,78.11817000000002
Central America,2019,59.32330917635862
Other Caribbean,2019,79.51729965563905
Other South America,2019,80.06725334090372
Total S. & Cent. America,2019,1332.3945069107504
Austria,2019,74.23430241180002
Belgium,2019,93.64580000000032
Bulgaria,2019,44.276591
Croatia,2019,12.760299999999999
Cyprus,2019,5.141491
Czech Republic,2019,86.99123651599999
Denmark,2019,29.516955000000003
Estonia,2019,7.615
Finland,2019,68.650852
France,2019,562.734403167793
Germany,2019,608.217346711884
Greece,2019,48.625991000000006
Hungary,2019,34.291000000000004
Iceland,2019,19.48883512
Ireland,2019,30.955543000000002
Italy,2019,293.8532
Latvia,2019,6.438385
Lithuania,2019,3.9716
Luxembourg,2019,1.908422
Netherlands,2019,121.411247
North Macedonia,2019,5.869769775000001
Norway,2019,134.89000000000001
Poland,2019,163.98850099999999
Portugal,2019,53.155
Romania,2019,59.512508000000004
Slovakia,2019,28.434
Slovenia,2019,16.099564
Spain,2019,267.50080554
Sweden,2019,168.423
Switzerland,2019,71.918723
Turkey,2019,303.89756042480025
Ukraine,2019,154.141
United Kingdom,2019,327.0914
Other Europe,2019,87.55480674765278
Total Europe,2019,3997.20513941493
Azerbaijan,2019,26.0729
Belarus,2019,40.451
Kazakhstan,2019,106.483161
Russian Federation,2019,1118.14323
Turkmenistan,2019,22.5
Uzbekistan,2019,63.5316
Other CIS,2019,49.1698
Total CIS,2019,1426.351691
Iran,2019,318.885
Iraq,2019,115.211044
Israel,2019,72.37710000000001
Kuwait,2019,75.13318000000001
Oman,2019,38.834
Qatar,2019,49.873
Saudi Arabia,2019,378.53632240919995
United Arab Emirates,2019,138.45405785644084
Other Middle East,2019,108.58776622274326
Total Middle East,2019,1295.8914704883841
Algeria,2019,81.527
Egypt,2019,200.56296643857934
Morocco,2019,40.148075
South Africa,2019,252.578
Eastern Africa,2019,110.65813002427421
Middle Africa,2019,42.01161789999999
Western Africa,2019,80.42921331324179
Other Northern Africa,2019,56.80917794354838
Other Southern Africa,2019,4.483491
Total Africa,2019,869.2076716196436
Australia,2019,265.90019900000004
Bangladesh,2019,84.63663740200002
China,2019,7503.428
China Hong Kong SAR,2019,36.886604999999996
India,2019,1622.0998125095725
Indonesia,2019,295.44928000000004
Japan,2019,1047.3889682059728
Malaysia,2019,178.493
New Zealand,2019,45.141699590970454
Pakistan,2019,136.75099850511143
Philippines,2019,107.52464481088093
Singapore,2019,54.1423
South Korea,2019,586.806003805959
Sri Lanka,2019,16.8413
Taiwan,2019,274.192483345
Thailand,2019,186.503021613
Vietnam,2019,236.88600000000002
Other Asia Pacific,2019,132.5284059622507
Total Asia Pacific,2019,12811.599359750715
Canada,2020,653.9012151453413
Mexico,2020,325.7266666666667
US,2020,4287.613828814803
Total North America,2020,5267.241710626811
Argentina,2020,144.6427873384152
Brazil,2020,628.7637168445165
Chile,2020,83.71428528443153
Colombia,2020,79.3542233213873
Ecuador,2020,31.247989999999998
Peru,2020,52.803000000000004
Trinidad & Tobago,2020,9.225641
Venezuela,2020,81.61607029277376
Central America,2020,57.19805829259113
Other Caribbean,2020,78.6695867665333
Other South America,2020,74.35350040655187
Total S. & Cent. America,2020,1321.5888595472006
Austria,2020,72.5563125052
Belgium,2020,89.45540000000037
Bulgaria,2020,40.754441
Croatia,2020,13.385299999999999
Cyprus,2020,4.849201
Czech Republic,2020,81.44589034299999
Denmark,2020,28.728658
Estonia,2020,6.079
Finland,2020,69.267072
France,2020,524.3396730495612
Germany,2020,574.6651642213511
Greece,2020,48.251884
Hungary,2020,34.93
Iceland,2020,19.12730167900001
Ireland,2020,32.267022000000004
Italy,2020,280.531
Latvia,2020,5.724845999999999
Lithuania,2020,5.5175
Luxembourg,2020,2.234264
Netherlands,2020,123.27813
North Macedonia,2020,5.347098196999999
Norway,2020,155.196
Poland,2020,158.042741
Portugal,2020,53.079
Romania,2020,55.811935999999996
Slovakia,2020,28.838
Slovenia,2020,17.190698
Spain,2020,263.3729547542341
Sweden,2020,163.817
Switzerland,2020,70.18987
Turkey,2020,306.7030924444176
Ukraine,2020,147.8014
United Kingdom,2020,314.6616
Other Europe,2020,86.73188252187303
Total Europe,2020,3884.1713327156376
Azerbaijan,2020,25.8391
Belarus,2020,38.685
Kazakhstan,2020,108.6284069
Russian Federation,2020,1085.41873
Turkmenistan,2020,25.7625
Uzbekistan,2020,66.5007
Other CIS,2020,49.1437778
Total CIS,2020,1399.9782147000003
Iran,2020,337.219
Iraq,2020,116.79408063013699
Israel,2020,72.7603
Kuwait,2020,74.81935035616439
Oman,2020,38.322
Qatar,2020,49.259
Saudi Arabia,2020,380.89397670899
United Arab Emirates,2020,137.31036462050002
Other Middle East,2020,102.39965203327499
Total Middle East,2020,1309.7777243490664
Algeria,2020,79.15530000000001
Egypt,2020,198.61019257087
Morocco,2020,38.47200978475
South Africa,2020,239.459
Eastern Africa,2020,110.71324864097512
Middle Africa,2020,43.6463585
Western Africa,2020,85.91902921244612
Other Northern Africa,2020,51.158538168118824
Other Southern Africa,2020,4.919751
Total Africa,2020,852.0534278771601
Australia,2020,265.162088
Bangladesh,2020,84.70821113281794
China,2020,7779.060000000001
China Hong Kong SAR,2020,35.228590777777775
India,2020,1581.9472452233
Indonesia,2020,291.82997
Japan,2020,1011.0279065579521
Malaysia,2020,174.004
New Zealand,2020,44.5300173606541
Pakistan,2020,134.83038118814778
Philippines,2020,103.28206317308783
Singapore,2020,53.07158519867644
South Korea,2020,577.1119011619401
Sri Lanka,2020,16.916900000000002
Taiwan,2020,279.999550101
Thailand,2020,176.4838498549999
Vietnam,2020,244.005
Other Asia Pacific,2020,144.52576279205311
Total Asia Pacific,2020,12997.725022522407
Canada,2021,649.9349570105127
Mexico,2021,330.0166666666667
US,2021,4400.900615259557
Total North America,2021,5380.852238936735
Argentina,2021,153.15191769
Brazil,2021,656.1091479762607
Chile,2021,87.37844249757184
Colombia,2021,86.01253
Ecuador,2021,32.20688
Peru,2021,57.4832
Trinidad & Tobago,2021,9.262341
Venezuela,2021,83.87472137432913
Central America,2021,61.61152419202855
Other Caribbean,2021,80.04780568518933
Other South America,2021,72.12635699425054
Total S. & Cent. America,2021,1379.26486740963
Austria,2021,70.75229382660001
Belgium,2021,100.46540000000034
Bulgaria,2021,47.568096
Croatia,2021,15.2104
Cyprus,2021,5.119423
Czech Republic,2021,84.90795080199997
Denmark,2021,33.050769
Estonia,2021,7.082
Finland,2021,72.120231
France,2021,547.2424809978849
Germany,2021,587.0864308811351
Greece,2021,54.715129000000005
Hungary,2021,36.1203
Iceland,2021,19.614
Ireland,2021,31.861567
Italy,2021,289.0695
Latvia,2021,5.846221
Lithuania,2021,5.078600000000001
Luxembourg,2021,2.210988
Netherlands,2021,122.093114
North Macedonia,2021,5.531507894000001
Norway,2021,157.922
Poland,2021,179.631509
Portugal,2021,50.981
Romania,2021,59.333898000000005
Slovakia,2021,30.016000000000002
Slovenia,2021,15.876922
Spain,2021,274.312
Sweden,2021,171.779
Switzerland,2021,64.739271
Turkey,2021,334.7231119286995
Ukraine,2021,155.46619936542785
United Kingdom,2021,308.9115
Other Europe,2021,94.83191462242043
Total Europe,2021,4041.2707283181676
Azerbaijan,2021,27.8878
Belarus,2021,41.24
Kazakhstan,2021,115.07921110000001
Russian Federation,2021,1157.08583
Turkmenistan,2021,28.400000000000002
Uzbekistan,2021,71.36460000000001
Other CIS,2021,50.1503441
Total CIS,2021,1491.2077852
Iran,2021,356.41200000000003
Iraq,2021,118.052773
Israel,2021,73.78810000000001
Kuwait,2021,80.781
Oman,2021,40.992274
Qatar,2021,51.641
Saudi Arabia,2021,392.94357328650057
United Arab Emirates,2021,149.052872
Other Middle East,2021,98.23524882415006
Total Middle East,2021,1361.8988411106507
Algeria,2021,85.39
Egypt,2021,209.65550048875855
Morocco,2021,41.024721042029995
South Africa,2021,244.322
Eastern Africa,2021,117.07368212045519
Middle Africa,2021,44.844162000000004
Western Africa,2021,91.1319303345351
Other Northern Africa,2021,53.003493943548385
Other Southern Africa,2021,4.697090000000001
Total Africa,2021,891.142579929327
Australia,2021,267.452257
Bangladesh,2021,94.92332109855192
China,2021,8534.248
China Hong Kong SAR,2021,37.20980133333334
India,2021,1695.4957914909699
Indonesia,2021,309.076
Japan,2021,1034.661717976038
Malaysia,2021,175.22682550317685
New Zealand,2021,44.61100876188183
Pakistan,2021,147.71070854747518
Philippines,2021,107.769204
Singapore,2021,55.78828579334227
South Korea,2021,607.767902722756
Sri Lanka,2021,17.9477
Taiwan,2021,291.03322640701
Thailand,2021,176.36048042399992
Vietnam,2021,253.616
Other Asia Pacific,2021,151.9619708459214
Total Asia Pacific,2021,14002.86020190446
Canada,2022,658.9397316426131
Mexico,2022,340.14722222222224
US,2022,4537.730580054192
Total North America,2022,5536.817533919027
Argentina,2022,145.61899534600002
Brazil,2022,677.1730373625339
Chile,2022,88.04003800399886
Colombia,2022,89.4685839371455
Ecuador,2022,33.008300000000006
Peru,2022,59.7352319380407
Trinidad & Tobago,2022,9.788362671870845
Venezuela,2022,87.64913
Central America,2022,63.03819772059915
Other Caribbean,2022,79.25946932577952
Other South America,2022,74.95836225015194
Total S. & Cent. America,2022,1407.7377085561204
Austria,2022,68.49625244260001
Belgium,2022,95.94430000000035
Bulgaria,2022,50.499303999999995
Croatia,2022,14.2205
Cyprus,2022,5.267931
Czech Republic,2022,84.50312618599999
Denmark,2022,35.129468
Estonia,2022,8.91
Finland,2022,72.21979300000001
France,2022,466.51176471269304
Germany,2022,577.8527817889199
Greece,2022,52.615930999999996
Hungary,2022,35.7704
Iceland,2022,20.122304782
Ireland,2022,33.855763
Italy,2022,283.95300000000003
Latvia,2022,4.997085
Lithuania,2022,4.783
Luxembourg,2022,2.2380590000000002
Netherlands,2022,121.809934
North Macedonia,2022,5.933457771
Norway,2022,146.731
Poland,2022,179.74812100000003
Portugal,2022,48.808
Romania,2022,55.900161000000004
Slovakia,2022,26.838
Slovenia,2022,13.615501
Spain,2022,292.454
Sweden,2022,173.142
Switzerland,2022,64.095142
Turkey,2022,328.3793415166019
Ukraine,2022,112.7129945399352
United Kingdom,2022,322.00699999999995
Other Europe,2022,89.32278458263
Total Europe,2022,3899.3882013223806
Azerbaijan,2022,29.0398
Belarus,2022,39.71749598715891
Kazakhstan,2022,113.4531695
Russian Federation,2022,1166.93525
Turkmenistan,2022,32.6
Uzbekistan,2022,74.2693
Other CIS,2022,49.7866
Total CIS,2022,1505.8016154871589
Iran,2022,367.07300000000004
Iraq,2022,131.35390913884993
Israel,2022,75.96430000000001
Kuwait,2022,83.544
Oman,2022,41.698039
Qatar,2022,50.018
Saudi Arabia,2022,401.2616020916355
United Arab Emirates,2022,153.32819892665353
Other Middle East,2022,87.96758950221545
Total Middle East,2022,1392.2086386593546
Algeria,2022,91.23100000000001
Egypt,2022,216.7106129032258
Morocco,2022,41.155944037375484
South Africa,2022,234.78900000000002
Eastern Africa,2022,123.77034515680104
Middle Africa,2022,44.423306309237205
Western Africa,2022,92.44703859119105
Other Northern Africa,2022,52.72078811566928
Other Southern Africa,2022,5.494589
Total Africa,2022,902.7426241135001
Australia,2022,272.921745
Bangladesh,2022,99.620882063
China,2022,8848.712
China Hong Kong SAR,2022,36.437223807255755
India,2022,1829.287159735247
Indonesia,2022,333.53700000000003
Japan,2022,1040.5639211540995
Malaysia,2022,183.64008527296744
New Zealand,2022,44.69127948169041
Pakistan,2022,146.56079690337523
Philippines,2022,113.28463400000001
Singapore,2022,57.11366419126598
South Korea,2022,624.6001130000001
Sri Lanka,2022,17.466172277186082
Taiwan,2022,288.18573148400003
Thailand,2022,180.36608822999997
Vietnam,2022,265.11
Other Asia Pacific,2022,161.285930077774
Total Asia Pacific,2022,14543.384426677854
Canada,2023,633.1751655254907
Mexico,2023,354.86219988278515
US,2023,4493.957741664866
Total North America,2023,5481.995107073141
Argentina,2023,146.4319638421614
Brazil,2023,709.992
Chile,2023,88.23261272309443
Colombia,2023,93.85085916608519
Ecuador,2023,35.36203
Peru,2023,62.07101763347429
Trinidad & Tobago,2023,9.715639696686575
Venezuela,2023,85.7624203953527
Central America,2023,65.25383596337016
Other Caribbean,2023,84.53228756758686
Other South America,2023,83.30924820874938
Total S. & Cent. America,2023,1464.513915196561
Austria,2023,72.60257036011029
Belgium,2023,81.86402571462197
Bulgaria,2023,39.888332552894106
Croatia,2023,17.3276970280308
Cyprus,2023,5.370232996672517
Czech Republic,2023,76.107340322
Denmark,2023,33.58335416889454
Estonia,2023,6.985577736817478
Finland,2023,81.30835526897403
France,2023,519.7045073765378
Germany,2023,513.6852727217406
Greece,2023,49.77319155463418
Hungary,2023,34.895296
Iceland,2023,20.24076834579373
Ireland,2023,31.114910862574817
Italy,2023,265.345886493694
Latvia,2023,6.152568396329089
Lithuania,2023,5.433409300424502
Luxembourg,2023,2.3421875341777367
Netherlands,2023,122.337
North Macedonia,2023,6.949667209828994
Norway,2023,154.80678255047792
Poland,2023,167.0279585387933
Portugal,2023,49.16293056916495
Romania,2023,58.17796214965932
Slovakia,2023,30.26826910306516
Slovenia,2023,15.903518040244697
Spain,2023,282.0236126844555
Sweden,2023,166.49134631966655
Switzerland,2023,73.61274002437789
Turkey,2023,328.0478222079346
Ukraine,2023,103.38751003719938
United Kingdom,2023,285.6056
Other Europe,2023,97.59863220454723
Total Europe,2023,3805.1268363743375
Azerbaijan,2023,29.302500000000002
Belarus,2023,41.81668906602824
Kazakhstan,2023,112.98219200933887
Russian Federation,2023,1178.24898
Turkmenistan,2023,33.480199999999996
Uzbekistan,2023,78.0
Other CIS,2023,51.005604597196296
Total CIS,2023,1524.8361656725633
Iran,2023,382.872
Iraq,2023,139.35200802946554
Israel,2023,77.1768104367711
Kuwait,2023,88.279865
Oman,2023,44.34630000000001
Qatar,2023,54.351
Saudi Arabia,2023,422.86537134941636
United Arab Emirates,2023,165.04321513154625
Other Middle East,2023,89.10225969030299
Total Middle East,2023,1463.3888296375023
Algeria,2023,85.90980639821029
Egypt,2023,220.1456893450988
Morocco,2023,42.20601341024201
South Africa,2023,224.4
Eastern Africa,2023,127.91190699581531
Middle Africa,2023,45.300987297846014
Western Africa,2023,98.96196828507468
Other Northern Africa,2023,52.024244761134966
Other Southern Africa,2023,6.065936618570465
Total Africa,2023,902.9265531119925
Australia,2023,273.105504
Bangladesh,2023,99.8865392198615
China,2023,9456.44
China Hong Kong SAR,2023,37.88664439152015
India,2023,1958.2428072272805
Indonesia,2023,350.609
Japan,2023,1013.2592229489337
Malaysia,2023,187.79301806427497
New Zealand,2023,44.61830942082104
Pakistan,2023,136.7478282555415
Philippines,2023,118.96085835953707
Singapore,2023,57.387734683760264
South Korea,2023,617.9233913990076
Sri Lanka,2023,16.89906647250636
Taiwan,2023,282.136057003
Thailand,2023,190.48959895785
Vietnam,2023,276.43800000000005
Other Asia Pacific,2023,163.14119274146327
Total Asia Pacific,2023,15281.964773145357
