Country,Year,Oil_Electricity,Gas_Electricity,Coal_Electricity
Mexico,2023,33.405370294373924,204.92447770770949,27.852716808089216
US,2023,17.711460215053766,1937.701610752688,738.4026215053763
Total North America,2023,55.94833142019552,2232.4769934827746,789.8243547077806
Argentina,2023,8.985326135,75.9131814143462,1.830816357
Brazil,2023,9.765793826757964,37.7052,14.169152253762167
Other S. & Cent. America,2023,74.48587283340163,127.6327953897376,37.715396331901005
Total S. & Cent. America,2023,93.2369927951596,241.2511768040838,53.71536494266318
France,2023,1.830788017509772,32.30802383840775,0.8615473023575398
Germany,2023,4.899424107564994,77.73057601126312,127.836405347931
Italy,2023,10.623810257319748,117.50090373879532,20.04285078686307
Netherlands,2023,1.552622660229276,45.87548007311605,10.702592274325273
Poland,2023,1.9621502529027013,16.429744249239167,100.23571238911587
Spain,2023,10.718752646671508,61.68820818951564,4.3473833108594535
Turkey,2023,0.7047809700000002,69.68589402943245,118.29161516000002
Ukraine,2023,0.8514177028906197,8.081682246378522,21.63864016047619
United Kingdom,2023,2.3609,97.9127,3.4914
Other Europe,2023,17.80118011878067,109.71407563278902,122.43029473891004
Total Europe,2023,53.305826733869296,636.927288008937,529.8784414708385
Kazakhstan,2023,2.401987302356328,32.27441190809519,63.89737159355975
Russian Federation,2023,6.819613483212186,528.4306243031407,211.1383001552052
Other CIS,2023,2.148754573684451,161.59562762921362,9.07494067813428
Total CIS,2023,11.370355359252963,722.3006638404496,284.11061242689925
Iran,2023,26.92062489495375,323.6223981919868,0.9205102078389832
Saudi Arabia,2023,152.05153008165215,265.0445977524436,0.0
United Arab Emirates,2023,0.00277,118.9306909405125,0.0
Other Middle East,2023,129.89572922736144,320.52228570952684,17.441738497652583
Total Middle East,2023,308.8706542039673,1028.1199725944698,18.362248705491567
Egypt,2023,16.62256045607454,178.7172677498183,0.0
South Africa,2023,4.767,0.0,185.9182478177728
Other Africa,2023,40.79472309567052,204.72565092750173,38.79867778632346
Total Africa,2023,62.18428355174508,383.44291867732,224.71692560409625
Australia,2023,4.863007,46.669616000000005,125.609851
China,2023,11.154012459595478,297.8,5753.881608617807
India,2023,2.8448726096359844,52.60731124537025,1471.284813296441
Indonesia,2023,6.558,61.006,216.777
Japan,2023,33.402887369512264,320.85264325333753,304.28423281422755
Malaysia,2023,1.186695050633242,69.22969840999691,81.3984327292544
South Korea,2023,7.718935173481314,166.97699381047505,202.8330136632343
Taiwan,2023,3.775478636,111.629598904,119.167953873
Thailand,2023,0.887924,129.40201379899,30.432752665
Vietnam,2023,1.267,26.315,129.577
Other Asia Pacific,2023,39.4975422406999,219.31654036722375,177.19335489904302
Total Asia Pacific,2023,113.1563545395582,1501.805415789394,8612.440013558007
